Código de Ubigeo,DISTRITOS,SIN EDUCACIÓN FORMAL,EDUCACIÓN ESPECIAL INCOMPLETA,EDUCACIÓN ESPECIAL COMPLETA,EDUCACIÓN PRIMARIA INCOMPLETA,EDUCACIÓN PRIMARIA COMPLETA,EDUCACIÓN SECUNDARIA INCOMPLETA,EDUCACIÓN SECUNDARIA COMPLETA,EDUCACIÓN TÉCNICA INCOMPLETA,EDUCACIÓN TÉCNICA COMPLETA,"EDUCACIÓN SUPERIOR (INSTITUTO SUPERIOR, ETC) INCOMPLETA","EDUCACIÓN SUPERIOR (INSTITUTO SUPERIOR, ETC) COMPLETA",EDUCACIÓN UNIVERSITARIA INCOMPLETA,EDUCACIÓN UNIVERSITARIA COMPLETA,GRADO DE BACHILLER,TITULADO,ESTUDIOS DE MAESTRÍA INCOMPLETA,ESTUDIOS DE MAESTRÍA COMPLETA,GRADO DE MAESTRÍA,ESTUDIOS DE DOCTORADO INCOMPLETO,ESTUDIOS DE DOCTORADO COMPLETO,GRADO DE DOCTOR,NO DETERMINADO
130803,CHILLIA, 1 860 , 930 , - , 963 , 2 345 , 2 350 , 3 353 , 2 024 , 2 360 , 3 320 , - , 1 751 , 1 959 , 2 198 , 5 134 , - , - , - , - , - , - , 1 924 
130804,HUANCASPATA, - , - , - , 1 817 , 3 280 , 1 290 , 2 772 , 1 173 , 4 906 , - , - , - , 3 000 , - , - , - , - , - , - , - , - , - 
130805,HUAYLILLAS, - , - , - , 1 948 , 2 844 , 2 000 , 4 739 , - , 3 445 , - , 3 500 , 4 193 , 8 355 , 3 938 , 21 176 , 10 093 , - , - , - , - , - , - 
130806,HUAYO, - , - , - , - , - , - , 930 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
130807,ONGON, 1 909 , - , 1 964 , 3 711 , 4 078 , 1 648 , 8 160 , 4 814 , 7 585 , - , 1 175 , 2 219 , 13 319 , 7 828 , 15 870 , - , 9 114 , - , - , - , - , - 
130808,PARCOY, 4 510 , 930 , - , 3 308 , 4 274 , 5 976 , 5 603 , 5 136 , 6 588 , 6 413 , 10 392 , 5 104 , 11 644 , 11 279 , 17 886 , 9 062 , 10 211 , 16 277 , - , - , - , 1 955 
130809,PATAZ, 5 321 , 2 840 , 2 766 , 4 404 , 4 835 , 4 973 , 5 099 , 5 007 , 7 385 , 6 023 , 8 110 , 6 899 , 11 113 , 12 770 , 17 175 , 6 021 , 16 391 , 14 799 , 4 006 , - , - , 4 588 
130810,PIAS, - , - , - , - , 1 494 , - , 2 385 , 2 632 , 3 930 , - , - , 3 934 , 4 083 , 1 593 , 1 453 , - , - , - , - , - , - , - 
130811,SANTIAGO DE CHALLAS, - , - , - , - , 930 , - , 1 860 , - , 930 , - , - , - , - , - , - , - , - , - , - , - , - , - 
130812,TAURIJA, - , - , - , - , - , 1 732 , 3 457 , - , 1 615 , - , - , - , 787 , - , - , - , - , - , - , - , - , - 
130813,URPAY, - , - , - , - , 500 , - , 930 , 3 430 , 930 , - , - , - , - , - , 1 125 , - , - , - , - , - , - , - 
130901,HUAMACHUCO, 6 739 , 2 161 , 4 669 , 3 891 , 5 289 , 4 995 , 5 203 , 4 935 , 6 464 , 3 999 , 6 131 , 5 470 , 10 015 , 8 926 , 14 349 , 3 333 , 7 861 , 11 604 , 2 000 , 5 223 , 1 150 , 3 290 
130902,CHUGAY, 930 , 930 , - , - , 450 , 2 806 , 3 778 , 2 539 , 2 580 , - , - , - , - , - , - , - , - , - , - , - , - , - 
130903,COCHORCO, 930 , - , - , - , 3 174 , - , 2 576 , - , 6 773 , 1 500 , 2 500 , 4 769 , 15 434 , 7 738 , - , - , - , - , - , - , - , - 
130904,CURGOS, - , - , - , 930 , 1 245 , 930 , 1 152 , - , 2 439 , - , - , - , - , - , - , - , - , - , - , - , - , - 
130905,MARCABAL, - , - , - , - , 1 500 , 1 309 , 3 435 , 2 872 , - , - , - , - , - , - , 2 110 , - , - , - , - , - , - , - 
130906,SANAGORAN, 930 , - , - , - , 2 107 , 1 806 , 1 864 , 1 800 , 2 337 , - , - , 4 883 , - , - , - , - , - , - , - , - , - , - 
130907,SARIN, - , - , - , - , - , - , 1 103 , - , 4 069 , - , 3 000 , - , - , - , - , - , - , - , - , - , - , - 
130908,SARTIMBAMBA, - , - , - , - , 2 139 , - , 2 763 , - , 2 341 , - , - , - , - , - , 1 817 , - , - , - , - , - , - , - 
131001,SANTIAGO DE CHUCO, - , - , 1 250 , - , 1 739 , 2 972 , 5 462 , 2 155 , 10 974 , 1 900 , 7 099 , 4 599 , 19 639 , 6 807 , 10 432 , - , 19 440 , 5 297 , - , - , - , 930 
131002,ANGASMARCA, - , - , - , - , - , - , 1 645 , 2 446 , 3 102 , - , - , 1 200 , 2 235 , - , - , - , - , - , - , - , - , - 
131003,CACHICADAN, - , - , - , - , 4 781 , 2 837 , 5 548 , - , 4 307 , 4 277 , - , 2 209 , 10 344 , 3 591 , 19 895 , - , - , - , - , - , - , 2 114 
131004,MOLLEBAMBA, - , - , - , - , 1 306 , - , 1 206 , 1 483 , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
131005,MOLLEPATA, - , - , - , 2 024 , 4 922 , 3 867 , 5 539 , 2 367 , 6 833 , 3 170 , 9 505 , - , 16 508 , - , 16 809 , - , - , - , - , - , - , - 
131006,QUIRUVILCA, 1 860 , - , - , - , 8 770 , 5 709 , 5 359 , 2 622 , 18 695 , 1 184 , 7 591 , 5 552 , 25 538 , 22 845 , 37 313 , - , 34 330 , 114 683 , - , 15 244 , - , 9 814 
131007,SANTA CRUZ DE CHUCA, - , - , - , - , - , - , 1 860 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
131008,SITABAMBA, - , - , - , - , - , - , 3 454 , 930 , 2 541 , - , - , 3 500 , 930 , - , 3 333 , - , - , - , - , - , - , 930 
131101,CASCAS, 930 , - , - , - , 1 860 , 3 763 , 3 187 , 2 467 , 4 044 , 3 811 , 3 045 , 3 008 , 5 246 , 2 987 , 6 801 , - , 25 093 , - , - , - , - , 930 
131102,LUCMA, - , - , - , - , - , 1 200 , 2 868 , - , 1 417 , - , - , - , - , - , - , - , - , - , - , - , - , - 
131103,COMPIN, - , - , - , - , 1 258 , - , 3 908 , - , 3 000 , - , - , 1 200 , - , - , 3 334 , - , - , - , - , - , - , - 
131104,SAYAPULLO, - , - , 930 , 1 526 , 1 439 , 1 765 , 4 675 , 1 157 , 3 677 , 5 026 , 4 359 , 2 480 , 6 504 , 1 200 , 6 363 , - , - , - , - , - , - , 930 
131201,VIRU, 3 112 , 2 189 , 1 960 , 4 114 , 3 580 , 4 221 , 3 644 , 4 184 , 5 765 , 4 825 , 6 330 , 7 004 , 12 916 , 9 305 , 18 610 , 136 467 , 13 042 , 6 763 , 972 , - , 5 613 , 4 635 
131202,CHAO, 3 996 , - , 4 108 , 3 885 , 3 991 , 4 157 , 4 116 , 4 145 , 4 986 , 4 255 , 12 745 , 5 826 , 10 245 , 9 623 , 12 747 , 3 680 , 72 863 , 18 366 , - , - , - , 4 807 
131203,GUADALUPITO, 1 902 , - , - , 1 602 , 2 996 , 3 434 , 4 351 , 1 053 , 3 401 , 2 536 , - , 7 956 , 11 502 , - , 22 340 , - , - , - , - , - , - , - 
140101,CHICLAYO, 4 539 , 4 493 , 3 187 , 3 425 , 3 396 , 3 372 , 4 037 , 3 904 , 4 481 , 4 073 , 5 253 , 4 480 , 7 104 , 8 076 , 7 980 , 8 143 , 9 730 , 7 927 , 10 030 , 9 463 , 12 222 , 3 001 
140102,CHONGOYAPE, 3 143 , - , - , 2 866 , 3 151 , 2 997 , 3 053 , 2 494 , 3 417 , 2 551 , 4 148 , 3 906 , 11 721 , 3 870 , 4 775 , 5 600 , 3 527 , - , - , - , - , 2 805 
140103,ETEN, 1 838 , - , 930 , 3 938 , 2 152 , 3 426 , 3 879 , 1 603 , 3 245 , 3 478 , 1 954 , 2 147 , 3 680 , 4 768 , 3 588 , 2 587 , - , - , - , - , - , 5 817 
140104,ETEN PUERTO, - , - , 930 , - , - , - , 3 082 , 896 , 1 815 , 1 860 , 1 860 , 2 811 , 4 113 , - , 3 747 , - , - , - , - , - , - , 1 430 
140105,JOSE LEONARDO ORTIZ, 3 896 , 2 853 , 3 533 , 4 129 , 3 333 , 3 603 , 3 835 , 3 516 , 4 090 , 4 046 , 4 805 , 4 024 , 5 755 , 6 553 , 7 164 , 5 062 , 4 484 , 6 380 , - , 4 904 , 3 500 , 2 942 
140106,LA VICTORIA, 2 918 , 1 959 , 2 931 , 4 171 , 3 890 , 3 858 , 3 761 , 4 192 , 4 458 , 4 384 , 4 647 , 4 696 , 5 757 , 5 653 , 6 731 , 4 691 , 7 904 , 10 756 , 930 , 1 000 , - , 3 258 
140107,LAGUNAS  , - , - , - , 2 164 , 2 165 , 2 809 , 3 355 , 3 174 , 3 111 , 2 912 , 4 420 , 4 682 , 5 839 , 1 615 , 8 242 , - , - , - , - , - , - , 990 
140108,MONSEFU, 2 904 , 1 963 , - , 2 317 , 3 773 , 2 701 , 3 510 , 3 293 , 4 396 , 2 566 , 2 166 , 3 979 , 6 615 , 4 284 , 4 100 , - , - , 1 694 , - , - , - , 2 007 
140109,NUEVA ARICA, - , - , - , - , 1 150 , 1 243 , 3 507 , - , 3 475 , 1 243 , 930 , - , 1 697 , 4 118 , - , - , - , - , - , - , - , 930 
140110,OYOTUN, 2 493 , - , - , 1 034 , 2 168 , 2 396 , 3 012 , 3 411 , 4 674 , 2 133 , 4 997 , 3 918 , 6 648 , 4 540 , 4 376 , - , - , - , - , - , - , 1 860 
140111,PICSI, - , 1 143 , 1 027 , 974 , 1 885 , 1 893 , 2 874 , 2 373 , 2 954 , 2 772 , 2 339 , 2 993 , 4 826 , 2 142 , 3 348 , - , - , - , - , - , - , 1 860 
140112,PIMENTEL, 5 059 , 4 217 , 2 717 , 2 251 , 4 138 , 4 084 , 4 829 , 5 185 , 4 713 , 4 384 , 5 550 , 6 192 , 7 949 , 7 275 , 6 621 , 10 960 , 5 986 , 8 397 , 7 450 , 6 022 , 11 799 , 3 696 
140113,REQUE, 1 860 , 930 , - , 981 , 2 297 , 3 322 , 3 874 , 2 848 , 4 616 , 2 613 , 4 017 , 4 711 , 3 683 , 5 640 , 4 446 , - , - , - , - , - , - , 2 658 
140114,SANTA ROSA, 1 521 , - , 977 , 8 009 , 3 515 , 4 291 , 6 752 , 3 474 , 3 704 , 2 756 , 2 788 , 4 575 , 8 304 , 4 766 , 6 182 , - , 2 000 , - , - , - , - , 10 439 
140115,SAÑA, 2 176 , - , - , 2 635 , 3 317 , 1 866 , 3 546 , 2 575 , 6 269 , 2 599 , 4 422 , 6 015 , 8 171 , 11 443 , 10 334 , - , - , - , - , - , - , 930 
140116,CAYALTI, 930 , - , 2 735 , 2 115 , 3 240 , 2 747 , 3 042 , 2 113 , 4 260 , 3 278 , 5 520 , 4 649 , 59 583 , 4 835 , 10 263 , - , 10 947 , - , - , - , - , 1 582 
140117,PATAPO, - , 930 , - , 1 082 , 1 943 , 2 338 , 4 266 , 2 903 , 4 884 , 2 857 , 4 336 , 1 450 , 4 551 , 5 911 , 4 664 , - , - , - , - , - , - , 1 887 
140118,POMALCA, 2 360 , 1 410 , - , 1 533 , 2 415 , 1 477 , 3 916 , 2 807 , 4 469 , 2 350 , 2 881 , 3 635 , 6 043 , 7 736 , 9 111 , 9 396 , 9 995 , 8 706 , - , 6 994 , - , 2 912 
140119,PUCALA, 2 452 , 1 323 , 1 246 , 3 329 , 3 507 , 3 745 , 4 175 , 2 436 , 3 495 , 4 012 , 4 431 , 2 643 , 7 755 , 17 751 , 11 329 , 4 602 , - , - , - , - , - , 16 295 
140120,TUMAN, - , 1 131 , 930 , 2 763 , 3 661 , 2 622 , 3 315 , 2 739 , 2 938 , 2 459 , 3 172 , 2 867 , 4 167 , 3 229 , 5 135 , - , 1 023 , 3 030 , - , - , - , 2 727 
140201,FERREÑAFE, 2 790 , 1 238 , 2 848 , 2 550 , 2 764 , 3 109 , 3 182 , 3 574 , 4 071 , 3 528 , 3 541 , 3 612 , 4 751 , 5 594 , 5 863 , 1 228 , 2 115 , 6 757 , - , 930 , 592 , 2 866 
140202,CAÑARIS, - , - , - , - , 984 , 1 000 , 1 395 , - , 1 593 , 1 550 , - , - , - , - , 3 750 , - , - , - , - , - , - , - 
140203,INCAHUASI, 2 815 , - , - , - , - , - , 2 363 , - , 2 182 , - , - , 1 023 , - , - , 3 022 , - , - , - , - , - , - , - 
140204,MANUEL ANTONIO MESONES MURO, - , - , - , - , 1 600 , 1 251 , 3 811 , 930 , 3 344 , 1 012 , 2 076 , 2 999 , 3 040 , 930 , 1 839 , - , - , - , - , - , - , 930 
140205,PITIPO, 1 114 , - , 930 , 883 , 2 792 , 2 785 , 3 314 , 1 974 , 3 768 , 1 963 , 8 009 , 2 606 , 4 942 , - , 2 590 , - , - , - , - , - , 18 093 , 2 097 
140206,PUEBLO NUEVO, 2 492 , - , - , 2 615 , 2 247 , 4 329 , 3 268 , 4 337 , 2 253 , 1 926 , 2 185 , 2 169 , 3 276 , 930 , 2 800 , - , - , - , - , - , - , 1 860 
140301,LAMBAYEQUE, 5 714 , 930 , 2 894 , 3 593 , 3 759 , 3 809 , 5 651 , 4 761 , 4 463 , 4 274 , 5 436 , 7 531 , 6 988 , 7 014 , 9 855 , 10 134 , 4 861 , 7 859 , - , - , - , 3 717 
140302,CHOCHOPE, 930 , - , - , - , - , - , 2 338 , 2 833 , 1 200 , - , - , - , - , - , 8 366 , - , - , - , - , - , - , - 
140303,ILLIMO, - , - , - , 1 023 , 899 , 917 , 4 817 , 2 314 , 2 759 , 2 140 , 1 430 , 6 599 , 3 780 , - , 8 796 , - , - , - , - , - , - , - 
140304,JAYANCA, 2 170 , 1 468 , 3 060 , 2 042 , 2 961 , 3 608 , 3 543 , 3 823 , 4 902 , 4 359 , 3 728 , 3 193 , 13 077 , 7 687 , 12 515 , - , 13 122 , 75 593 , - , - , - , 3 238 
140305,MOCHUMI, 2 240 , - , - , - , 1 124 , 3 066 , 3 515 , 1 884 , 3 809 , 2 106 , 5 364 , 4 408 , 9 864 , 8 970 , 11 237 , - , 1 300 , - , - , - , - , 2 380 
140306,MORROPE, 1 055 , - , 930 , 2 669 , 4 839 , 3 745 , 3 431 , 2 318 , 4 666 , 3 644 , 5 657 , 4 978 , 10 042 , 4 254 , 7 750 , - , 1 822 , - , - , - , - , 1 232 
140307,MOTUPE, 3 444 , 1 267 , 4 270 , 3 329 , 3 562 , 3 742 , 3 899 , 4 274 , 4 965 , 4 137 , 4 188 , 6 951 , 15 701 , 10 307 , 10 535 , - , 167 697 , 30 986 , - , - , - , 2 693 
140308,OLMOS, 3 227 , 1 478 , 3 044 , 3 643 , 3 518 , 3 228 , 3 338 , 4 393 , 5 794 , 4 239 , 5 966 , 7 719 , 11 834 , 8 824 , 28 724 , 6 930 , 24 873 , 17 361 , - , - , - , 3 952 
140309,PACORA, 1 860 , - , 1 738 , - , 1 955 , 3 789 , 3 482 , 930 , 5 572 , 1 930 , 989 , 1 991 , 6 344 , - , 930 , - , - , - , - , - , - , 2 565 
140310,SALAS, - , - , - , - , - , - , 2 273 , - , 930 , - , - , 1 000 , 1 631 , - , - , - , - , - , - , - , - , - 
140311,SAN JOSE, 8 517 , - , 823 , 1 317 , 2 197 , 2 747 , 4 978 , 5 754 , 3 445 , 2 978 , 2 523 , 3 652 , 6 405 , 2 525 , 4 351 , - , 1 500 , - , - , - , - , 2 053 
140312,TUCUME, 1 200 , - , 930 , 930 , 2 423 , 3 325 , 4 103 , 2 139 , 3 861 , 930 , 1 959 , 2 282 , 2 658 , 1 051 , 1 890 , - , - , - , - , - , - , 2 875 
150101,LIMA, 8 117 , 7 581 , 8 196 , 3 462 , 4 052 , 3 873 , 4 686 , 4 368 , 6 210 , 5 272 , 7 821 , 6 226 , 11 298 , 12 715 , 15 604 , 13 212 , 40 838 , 24 204 , 9 659 , 32 047 , 12 245 , 4 835 
150102,ANCON, 2 646 , 4 686 , 3 736 , 2 890 , 3 375 , 4 095 , 4 271 , 4 316 , 4 850 , 5 178 , 5 244 , 5 132 , 8 742 , 4 377 , 8 779 , - , 17 278 , 14 223 , - , - , 9 302 , 6 404 
150103,ATE, 5 914 , 4 881 , 7 533 , 3 915 , 4 410 , 4 442 , 4 860 , 4 861 , 6 376 , 5 324 , 7 983 , 6 354 , 13 579 , 13 518 , 17 659 , 26 822 , 35 511 , 30 745 , 5 911 , 13 174 , 28 938 , 6 293 
150104,BARRANCO, 6 566 , 3 496 , 22 546 , 3 090 , 3 811 , 4 874 , 4 522 , 4 927 , 6 095 , 5 956 , 8 808 , 7 853 , 12 540 , 11 790 , 16 065 , 15 297 , 19 407 , 20 006 , 18 508 , 35 852 , 27 203 , 4 971 
150105,BREÑA, 4 202 , 11 916 , 4 583 , 3 606 , 3 620 , 3 970 , 3 889 , 4 263 , 4 673 , 4 424 , 6 024 , 5 588 , 8 362 , 8 403 , 9 511 , 13 938 , 15 782 , 13 065 , 4 793 , 3 200 , 7 497 , 6 459 
150106,CARABAYLLO, 4 526 , 3 500 , 3 140 , 3 383 , 3 491 , 3 644 , 3 852 , 3 968 , 4 371 , 4 223 , 5 148 , 4 430 , 5 556 , 6 827 , 7 562 , 8 923 , 7 456 , 5 756 , - , 7 371 , 2 712 , 3 282 
150107,CHACLACAYO, 3 501 , 3 825 , 2 202 , 2 169 , 3 128 , 3 865 , 4 383 , 4 342 , 4 368 , 4 427 , 6 443 , 4 973 , 7 821 , 7 268 , 7 743 , 3 938 , 10 611 , 4 297 , 1 383 , 1 000 , 2 479 , 2 545 
150108,CHORRILLOS, 5 562 , 4 589 , 5 409 , 4 085 , 4 781 , 4 336 , 5 120 , 4 970 , 5 675 , 5 517 , 7 712 , 7 315 , 11 479 , 11 289 , 15 828 , 13 414 , 30 163 , 29 737 , 8 972 , 15 178 , 19 860 , 4 956 
150109,CIENEGUILLA, 3 252 , 4 238 , 2 117 , 2 330 , 3 205 , 4 009 , 3 892 , 3 824 , 4 401 , 5 905 , 5 707 , 5 961 , 6 739 , 11 846 , 4 041 , 3 351 , 1 381 , 1 093 , 6 601 , 10 093 , 2 000 , 3 381 
150110,COMAS, 4 677 , 4 318 , 6 309 , 3 722 , 3 792 , 4 150 , 4 339 , 4 194 , 4 593 , 4 467 , 5 474 , 5 311 , 6 970 , 8 392 , 7 955 , 5 313 , 13 257 , 11 347 , 10 369 , 8 310 , 8 361 , 3 626 
150111,EL AGUSTINO, 5 672 , 4 342 , 19 426 , 3 442 , 4 561 , 3 524 , 4 311 , 4 931 , 6 188 , 5 009 , 6 565 , 6 317 , 14 870 , 11 213 , 14 940 , 9 094 , 28 704 , 55 872 , - , 7 756 , 7 200 , 3 685 
150112,INDEPENDENCIA, 5 743 , 114 194 , 4 487 , 4 726 , 4 714 , 3 985 , 4 252 , 4 436 , 5 441 , 5 073 , 6 224 , 4 370 , 9 483 , 10 594 , 12 130 , 7 151 , 14 642 , 32 370 , 4 229 , 8 406 , 9 352 , 4 530 
150113,JESUS MARIA, 6 600 , 4 890 , 4 492 , 3 746 , 3 922 , 3 847 , 4 785 , 4 836 , 6 060 , 6 499 , 7 136 , 6 409 , 11 422 , 9 653 , 15 409 , 12 585 , 16 209 , 16 463 , 15 022 , 26 545 , 25 696 , 5 749 
150114,LA MOLINA, 5 887 , 5 071 , 5 711 , 3 545 , 4 179 , 4 726 , 6 527 , 4 985 , 6 845 , 5 742 , 9 721 , 9 267 , 19 698 , 14 059 , 16 317 , 17 297 , 41 316 , 24 506 , 17 545 , 75 357 , 15 005 , 14 322 
150115,LA VICTORIA, 5 325 , 6 055 , 5 196 , 3 535 , 3 659 , 3 841 , 4 494 , 4 381 , 6 355 , 5 118 , 7 888 , 7 411 , 14 001 , 13 818 , 18 847 , 20 084 , 44 056 , 54 814 , 9 512 , 14 357 , 45 708 , 7 220 
150116,LINCE, 6 400 , 6 275 , 7 438 , 4 018 , 3 886 , 4 419 , 4 350 , 4 627 , 5 307 , 5 266 , 6 343 , 6 242 , 10 003 , 9 616 , 13 587 , 10 949 , 18 754 , 28 072 , 6 076 , 12 502 , 13 543 , 5 084 
150117,LOS OLIVOS, 5 847 , 3 450 , 7 992 , 4 155 , 4 023 , 4 074 , 4 277 , 4 071 , 4 957 , 5 051 , 5 803 , 5 322 , 7 840 , 8 028 , 8 451 , 9 707 , 9 667 , 8 675 , 3 956 , 6 194 , 11 432 , 4 540 
150118,LURIGANCHO, 5 153 , 5 506 , 6 254 , 4 631 , 4 133 , 4 329 , 4 840 , 4 654 , 6 191 , 5 451 , 7 735 , 6 331 , 13 186 , 13 423 , 15 113 , 8 198 , 18 989 , 13 621 , 8 816 , 6 287 , 10 931 , 5 599 
150119,LURIN, 8 237 , 4 632 , 10 954 , 4 408 , 5 038 , 4 480 , 5 192 , 5 315 , 7 451 , 7 877 , 9 705 , 9 251 , 17 421 , 15 271 , 25 342 , 23 322 , 46 688 , 60 758 , 23 749 , 10 623 , 8 364 , 8 596 
150120,MAGDALENA DEL MAR, 11 862 , 6 035 , 9 092 , 4 720 , 4 091 , 4 668 , 5 112 , 4 891 , 7 262 , 6 316 , 9 278 , 8 337 , 16 634 , 13 141 , 19 377 , 32 410 , 34 759 , 47 069 , - , 37 208 , 17 711 , 5 940 
150121,PUEBLO LIBRE, 6 233 , 3 750 , 14 167 , 4 008 , 3 824 , 3 855 , 4 081 , 4 363 , 5 210 , 6 072 , 6 193 , 7 054 , 9 365 , 8 752 , 10 460 , 8 559 , 10 419 , 11 669 , 4 055 , 7 897 , 13 087 , 4 902 
150122,MIRAFLORES, 10 499 , 8 046 , 11 385 , 4 963 , 4 677 , 5 094 , 5 667 , 5 366 , 7 955 , 7 216 , 10 505 , 9 388 , 17 495 , 16 788 , 23 212 , 24 071 , 40 970 , 47 092 , 23 543 , 25 213 , 32 236 , 10 376 
150123,PACHACAMAC, 7 352 , 4 734 , 2 589 , 2 495 , 4 135 , 4 258 , 4 701 , 4 435 , 5 714 , 6 102 , 7 572 , 7 945 , 12 285 , 8 485 , 10 946 , 14 877 , 20 600 , 37 298 , 930 , - , - , 10 077 
150124,PUCUSANA, - , 930 , 858 , 930 , 3 523 , 5 131 , 5 323 , 6 799 , 5 519 , 4 616 , 4 230 , 11 960 , 17 335 , 22 352 , 7 980 , - , 11 593 , - , - , - , - , 4 184 
150125,PUENTE PIEDRA, 4 140 , 3 722 , 3 440 , 3 362 , 3 794 , 3 780 , 4 178 , 4 190 , 5 044 , 4 557 , 5 738 , 5 118 , 8 566 , 7 950 , 10 316 , 7 882 , 9 248 , 25 093 , 3 994 , 1 514 , 2 009 , 3 709 
150126,PUNTA HERMOSA, 3 681 , 3 371 , 2 008 , 3 239 , 4 279 , 4 293 , 5 409 , 5 487 , 6 420 , 7 554 , 6 922 , 6 884 , 18 058 , 10 858 , 19 294 , 15 075 , 21 092 , 32 120 , - , - , 2 416 , 8 467 
150127,PUNTA NEGRA, 2 831 , 1 684 , 994 , 1 948 , 4 172 , 3 580 , 3 793 , 3 336 , 3 853 , 3 158 , 6 350 , 3 365 , 11 653 , 6 069 , 8 336 , - , 1 999 , - , - , - , - , 814 
150128,RIMAC, 3 847 , 3 214 , 4 145 , 5 587 , 3 333 , 5 700 , 4 617 , 4 103 , 4 524 , 3 760 , 4 857 , 8 218 , 10 676 , 11 603 , 6 873 , 5 517 , 7 814 , 81 910 , - , 76 099 , 18 000 , 3 346 
150129,SAN BARTOLO, 2 076 , - , 1 364 , 1 662 , 2 905 , 3 632 , 3 787 , 3 153 , 3 897 , 3 708 , 3 201 , 4 679 , 4 521 , 6 149 , 9 039 , - , 4 588 , - , - , - , - , 930 
150130,SAN BORJA, 10 075 , 4 646 , 5 436 , 4 377 , 4 743 , 4 415 , 5 363 , 5 740 , 5 409 , 4 578 , 8 530 , 7 910 , 15 218 , 14 316 , 19 405 , 24 646 , 35 033 , 64 374 , 4 714 , 20 761 , 41 099 , 9 109 
150131,SAN ISIDRO, 19 233 , 16 772 , 13 788 , 5 191 , 5 215 , 6 051 , 7 120 , 6 415 , 9 963 , 8 880 , 12 570 , 11 789 , 22 607 , 19 915 , 29 475 , 30 062 , 56 604 , 62 556 , 22 075 , 53 792 , 34 193 , 20 934 
150132,SAN JUAN DE LURIGANCHO, 4 215 , 6 778 , 6 175 , 3 593 , 3 634 , 4 110 , 4 357 , 4 483 , 4 882 , 4 643 , 6 293 , 5 822 , 7 356 , 7 849 , 9 633 , 8 067 , 11 606 , 9 069 , 8 084 , 9 613 , 10 468 , 3 863 
150133,SAN JUAN DE MIRAFLORES, 4 275 , 2 497 , 2 822 , 3 768 , 4 086 , 4 149 , 4 471 , 3 966 , 4 853 , 4 639 , 6 453 , 5 247 , 8 442 , 9 183 , 12 245 , 13 603 , 21 916 , 50 429 , - , 12 843 , 8 843 , 5 085 
150134,SAN LUIS, 8 343 , 9 151 , 4 572 , 4 012 , 4 069 , 4 614 , 4 430 , 4 964 , 6 083 , 5 920 , 7 010 , 6 620 , 9 895 , 9 799 , 12 472 , 6 593 , 17 618 , 33 072 , - , 4 489 , 12 086 , 4 401 
150135,SAN MARTIN DE PORRES, 6 920 , 3 802 , 5 557 , 3 968 , 3 495 , 3 821 , 4 062 , 3 891 , 4 330 , 4 617 , 5 521 , 5 024 , 6 645 , 6 908 , 8 421 , 5 828 , 8 765 , 12 771 , 3 950 , 6 937 , 29 713 , 3 942 
150136,SAN MIGUEL, 5 636 , 5 628 , 5 322 , 3 965 , 4 225 , 3 988 , 4 596 , 5 029 , 5 664 , 5 175 , 7 158 , 8 848 , 11 574 , 11 601 , 13 086 , 9 503 , 15 150 , 24 586 , 22 307 , 8 891 , 47 152 , 5 191 
150137,SANTA ANITA, 5 523 , 2 867 , 3 882 , 3 338 , 3 820 , 4 316 , 4 757 , 4 370 , 5 705 , 4 714 , 7 027 , 6 816 , 10 559 , 12 327 , 16 348 , 10 241 , 40 622 , 43 107 , 3 294 , 15 369 , 33 510 , 4 148 
150138,SANTA MARIA DEL MAR, - , - , - , - , 1 644 , 1 532 , 6 108 , 2 921 , 4 701 , 2 036 , 884 , 3 130 , 7 666 , 3 559 , 2 491 , - , - , - , - , - , - , - 
150139,SANTA ROSA, 2 076 , - , 1 189 , 1 186 , 3 257 , 3 354 , 4 898 , 4 200 , 4 790 , 4 193 , 3 266 , 3 122 , 4 994 , 7 379 , 7 694 , 1 093 , - , - , - , - , - , 930 
150140,SANTIAGO DE SURCO, 9 128 , 6 008 , 8 114 , 4 944 , 5 785 , 8 046 , 5 507 , 5 176 , 7 682 , 8 563 , 11 064 , 8 445 , 16 744 , 17 442 , 21 929 , 26 834 , 37 441 , 28 943 , 21 062 , 24 420 , 28 279 , 11 871 
150141,SURQUILLO, 20 353 , 6 620 , 8 038 , 3 311 , 4 083 , 3 933 , 5 345 , 4 911 , 6 463 , 5 973 , 8 911 , 7 189 , 14 114 , 16 529 , 18 050 , 15 400 , 33 610 , 42 792 , 4 586 , 36 357 , 12 270 , 8 452 
150142,VILLA EL SALVADOR, 4 671 , 5 680 , 4 365 , 3 639 , 3 816 , 4 002 , 4 708 , 4 514 , 5 729 , 5 054 , 7 687 , 6 616 , 12 634 , 10 034 , 14 761 , 14 826 , 32 922 , 11 713 , 5 236 , 11 555 , 11 888 , 4 304 
150143,VILLA MARIA DEL TRIUNFO, 4 297 , 3 938 , 5 574 , 3 294 , 3 758 , 3 658 , 4 008 , 3 859 , 5 069 , 3 799 , 8 171 , 4 684 , 11 976 , 10 327 , 13 274 , 5 473 , 17 591 , 29 409 , 2 277 , 3 347 , 959 , 3 492 
